CashReceiptID,ReceiptNumber,ReceiptDate,CustomerID,SalesInvoiceID,Amount,PaymentMethod,ReferenceNumber,DepositDate,RecordedByEmployeeID
3301,CR-2025-003301,2025-05-14,173,,33263.93,Credit Card,AR00003301,2025-05-16,97
3302,CR-2025-003302,2025-05-08,174,,2060.57,Wire Transfer,AR00003302,2025-05-10,97
3303,CR-2025-003303,2025-05-11,175,,1010.49,Wire Transfer,AR00003303,2025-05-12,11
3304,CR-2025-003304,2025-05-12,176,,2974.87,Check,AR00003304,2025-05-14,97
3305,CR-2025-003305,2025-05-11,177,,19618.5,ACH,AR00003305,2025-05-12,115
3306,CR-2025-003306,2025-05-16,178,,2454.31,Wire Transfer,AR00003306,2025-05-18,97
3307,CR-2025-003307,2025-05-11,179,,24501.24,Wire Transfer,AR00003307,2025-05-13,11
3308,CR-2025-003308,2025-05-11,180,,8827.02,Check,AR00003308,2025-05-12,97
3309,CR-2025-003309,2025-05-10,181,,8182.13,Wire Transfer,AR00003309,2025-05-10,115
3310,CR-2025-003310,2025-05-12,182,,11582.99,ACH,AR00003310,2025-05-14,115
3311,CR-2025-003311,2025-05-13,183,,8915.74,ACH,AR00003311,2025-05-15,11
3312,CR-2025-003312,2025-05-14,184,,3525.96,ACH,AR00003312,2025-05-16,11
3313,CR-2025-003313,2025-05-10,185,,16408.91,Credit Card,AR00003313,2025-05-12,115
3314,CR-2025-003314,2025-05-12,186,,20264.64,Credit Card,AR00003314,2025-05-14,97
3315,CR-2025-003315,2025-05-20,187,,28128.69,ACH,AR00003315,2025-05-20,115
3316,CR-2025-003316,2025-05-11,188,,30161.0,Credit Card,AR00003316,2025-05-11,115
3317,CR-2025-003317,2025-05-10,189,,31944.68,ACH,AR00003317,2025-05-12,97
3318,CR-2025-003318,2025-05-16,190,,14566.25,Check,AR00003318,2025-05-18,115
3319,CR-2025-003319,2025-05-14,191,,8854.72,Check,AR00003319,2025-05-14,11
3320,CR-2025-003320,2025-05-11,192,,12473.73,Check,AR00003320,2025-05-12,11
3321,CR-2025-003321,2025-05-10,193,,2788.86,Wire Transfer,AR00003321,2025-05-11,97
3322,CR-2025-003322,2025-05-10,194,,12601.16,Credit Card,AR00003322,2025-05-11,115
3323,CR-2025-003323,2025-05-11,195,,12643.32,Check,AR00003323,2025-05-11,11
3324,CR-2025-003324,2025-05-10,196,,23285.88,ACH,AR00003324,2025-05-10,11
3325,CR-2025-003325,2025-05-11,197,,9694.19,Wire Transfer,AR00003325,2025-05-13,11
3326,CR-2025-003326,2025-05-10,198,,5595.64,ACH,AR00003326,2025-05-10,97
3327,CR-2025-003327,2025-05-17,199,,14290.31,Check,AR00003327,2025-05-19,115
3328,CR-2025-003328,2025-05-11,200,,31441.02,ACH,AR00003328,2025-05-11,97
3329,CR-2025-003329,2025-05-16,201,,900.08,Wire Transfer,AR00003329,2025-05-17,97
3330,CR-2025-003330,2025-05-17,202,,47969.4,ACH,AR00003330,2025-05-17,11
3331,CR-2025-003331,2025-05-11,203,,9256.59,Wire Transfer,AR00003331,2025-05-11,11
3332,CR-2025-003332,2025-05-12,204,,11214.41,Wire Transfer,AR00003332,2025-05-12,115
3333,CR-2025-003333,2025-05-22,205,,11428.71,ACH,AR00003333,2025-05-23,11
3334,CR-2025-003334,2025-05-08,206,,6277.57,Wire Transfer,AR00003334,2025-05-09,11
3335,CR-2025-003335,2025-05-10,207,,895.99,Check,AR00003335,2025-05-10,11
3336,CR-2025-003336,2025-05-13,208,,43539.36,Credit Card,AR00003336,2025-05-15,11
3337,CR-2025-003337,2025-05-07,209,,1269.79,Check,AR00003337,2025-05-07,97
3338,CR-2025-003338,2025-05-10,210,,9006.54,ACH,AR00003338,2025-05-10,115
3339,CR-2025-003339,2025-05-11,211,,13160.44,Wire Transfer,AR00003339,2025-05-11,115
3340,CR-2025-003340,2025-06-16,173,,6669.51,Credit Card,DEP00003340,2025-06-16,11
3341,CR-2025-003341,2025-06-08,166,,3367.24,Wire Transfer,DEP00003341,2025-06-08,11
3342,CR-2025-003342,2025-06-18,128,,3189.5,Check,DEP00003342,2025-06-18,97
3343,CR-2025-003343,2025-06-21,130,,1827.82,Wire Transfer,DEP00003343,2025-06-21,11
3344,CR-2025-003344,2025-06-26,177,,1461.04,Credit Card,DEP00003344,2025-06-26,115
3345,CR-2025-003345,2025-06-12,62,,2008.13,Credit Card,DEP00003345,2025-06-12,11
3346,CR-2025-003346,2025-06-28,149,,959.46,Wire Transfer,DEP00003346,2025-06-28,115
3347,CR-2025-003347,2025-06-14,51,,1649.09,Check,DEP00003347,2025-06-14,97
3348,CR-2025-003348,2025-06-14,1,,22469.23,Credit Card,AR00003348,2025-06-15,97
3349,CR-2025-003349,2025-06-14,2,,3253.21,Check,AR00003349,2025-06-14,97
3350,CR-2025-003350,2025-06-19,3,,3612.35,Credit Card,AR00003350,2025-06-21,115
3351,CR-2025-003351,2025-06-07,4,,24010.8,Credit Card,AR00003351,2025-06-07,97
3352,CR-2025-003352,2025-06-14,5,,16855.63,ACH,AR00003352,2025-06-16,97
3353,CR-2025-003353,2025-06-11,6,,21800.51,Wire Transfer,AR00003353,2025-06-13,11
3354,CR-2025-003354,2025-06-10,7,,8779.87,ACH,AR00003354,2025-06-12,97
3355,CR-2025-003355,2025-06-18,8,,7955.38,Check,AR00003355,2025-06-20,97
3356,CR-2025-003356,2025-06-11,9,,9035.57,Credit Card,AR00003356,2025-06-13,115
3357,CR-2025-003357,2025-06-10,10,,6411.73,Check,AR00003357,2025-06-11,11
3358,CR-2025-003358,2025-06-14,11,,2491.11,Wire Transfer,AR00003358,2025-06-14,97
3359,CR-2025-003359,2025-06-19,12,9600.0,6253.78,Wire Transfer,AR00003359,2025-06-20,11
3360,CR-2025-003360,2025-06-05,13,,1238.75,Credit Card,AR00003360,2025-06-05,11
3361,CR-2025-003361,2025-06-11,14,,2497.67,Check,AR00003361,2025-06-11,11
3362,CR-2025-003362,2025-06-11,15,,6575.58,Wire Transfer,AR00003362,2025-06-13,97
3363,CR-2025-003363,2025-06-10,16,8340.0,165.01,Credit Card,AR00003363,2025-06-10,11
3364,CR-2025-003364,2025-06-10,17,,1726.04,Check,AR00003364,2025-06-10,97
3365,CR-2025-003365,2025-06-20,18,,13237.3,ACH,AR00003365,2025-06-22,97
3366,CR-2025-003366,2025-06-11,19,,19906.39,Credit Card,AR00003366,2025-06-12,97
3367,CR-2025-003367,2025-06-17,20,,42923.72,Wire Transfer,AR00003367,2025-06-18,11
3368,CR-2025-003368,2025-06-11,21,,11360.32,Check,AR00003368,2025-06-13,115
3369,CR-2025-003369,2025-06-08,22,,7421.81,Wire Transfer,AR00003369,2025-06-10,97
3370,CR-2025-003370,2025-06-17,23,,18188.87,ACH,AR00003370,2025-06-19,11
3371,CR-2025-003371,2025-06-08,24,,3195.37,ACH,AR00003371,2025-06-10,11
3372,CR-2025-003372,2025-06-03,25,,212.16,Credit Card,AR00003372,2025-06-04,115
3373,CR-2025-003373,2025-06-10,26,,4571.75,Wire Transfer,AR00003373,2025-06-12,115
3374,CR-2025-003374,2025-06-11,27,,681.95,Check,AR00003374,2025-06-11,11
3375,CR-2025-003375,2025-06-20,28,,2997.53,Credit Card,AR00003375,2025-06-20,11
3376,CR-2025-003376,2025-06-11,29,,11348.66,Wire Transfer,AR00003376,2025-06-13,11
3377,CR-2025-003377,2025-06-11,30,,7082.64,Credit Card,AR00003377,2025-06-12,97
3378,CR-2025-003378,2025-06-13,31,,12824.76,Check,AR00003378,2025-06-15,11
3379,CR-2025-003379,2025-06-19,32,,12758.6,Credit Card,AR00003379,2025-06-20,97
3380,CR-2025-003380,2025-06-10,33,,93.56,Wire Transfer,AR00003380,2025-06-11,115
3381,CR-2025-003381,2025-06-13,34,,36658.33,Check,AR00003381,2025-06-14,97
3382,CR-2025-003382,2025-06-16,36,,6832.5,Check,AR00003382,2025-06-16,97
3383,CR-2025-003383,2025-06-18,37,,9278.02,ACH,AR00003383,2025-06-19,115
3384,CR-2025-003384,2025-06-10,38,,9435.69,Check,AR00003384,2025-06-12,11
3385,CR-2025-003385,2025-06-10,39,,2812.54,Wire Transfer,AR00003385,2025-06-11,97
3386,CR-2025-003386,2025-06-07,40,,459.65,Credit Card,AR00003386,2025-06-07,97
3387,CR-2025-003387,2025-06-17,41,,11610.54,Wire Transfer,AR00003387,2025-06-17,97
3388,CR-2025-003388,2025-06-07,42,,559.79,ACH,AR00003388,2025-06-08,115
3389,CR-2025-003389,2025-06-12,43,,4397.57,Check,AR00003389,2025-06-13,11
3390,CR-2025-003390,2025-06-11,44,,1782.78,Wire Transfer,AR00003390,2025-06-13,97
3391,CR-2025-003391,2025-06-12,45,,11202.95,Check,AR00003391,2025-06-14,11
3392,CR-2025-003392,2025-06-10,46,8194.0,296.23,Check,AR00003392,2025-06-12,115
3393,CR-2025-003393,2025-06-07,48,7249.0,14.47,ACH,AR00003393,2025-06-09,115
3394,CR-2025-003394,2025-06-14,49,,11750.7,Credit Card,AR00003394,2025-06-14,115
3395,CR-2025-003395,2025-06-16,50,,2123.61,Check,AR00003395,2025-06-18,11
3396,CR-2025-003396,2025-06-19,51,,23745.38,Wire Transfer,AR00003396,2025-06-19,97
3397,CR-2025-003397,2025-06-17,52,7970.0,3038.28,Credit Card,AR00003397,2025-06-19,11
3398,CR-2025-003398,2025-06-11,53,,747.63,ACH,AR00003398,2025-06-12,11
3399,CR-2025-003399,2025-06-05,54,,561.02,Credit Card,AR00003399,2025-06-07,115
3400,CR-2025-003400,2025-06-14,55,,8500.48,ACH,AR00003400,2025-06-16,97
3401,CR-2025-003401,2025-06-13,56,,434.04,Check,AR00003401,2025-06-14,97
3402,CR-2025-003402,2025-06-13,57,8389.0,3423.88,Credit Card,AR00003402,2025-06-13,97
3403,CR-2025-003403,2025-06-11,58,,2365.7,ACH,AR00003403,2025-06-12,115
3404,CR-2025-003404,2025-06-06,59,,814.33,Check,AR00003404,2025-06-07,97
3405,CR-2025-003405,2025-06-06,60,,1211.26,ACH,AR00003405,2025-06-06,115
3406,CR-2025-003406,2025-06-13,61,,14893.63,Wire Transfer,AR00003406,2025-06-14,11
3407,CR-2025-003407,2025-06-23,62,,960.33,Credit Card,AR00003407,2025-06-24,97
3408,CR-2025-003408,2025-06-09,63,,138.3,Check,AR00003408,2025-06-09,97
3409,CR-2025-003409,2025-06-20,64,,1116.17,Wire Transfer,AR00003409,2025-06-22,11
3410,CR-2025-003410,2025-06-19,65,,7110.02,Wire Transfer,AR00003410,2025-06-20,115
3411,CR-2025-003411,2025-06-14,66,,1240.73,ACH,AR00003411,2025-06-14,97
3412,CR-2025-003412,2025-06-14,67,,1618.18,ACH,AR00003412,2025-06-15,11
3413,CR-2025-003413,2025-06-12,68,,35470.42,Wire Transfer,AR00003413,2025-06-14,97
3414,CR-2025-003414,2025-06-20,69,,6773.68,Wire Transfer,AR00003414,2025-06-21,97
3415,CR-2025-003415,2025-06-07,70,,1224.63,Credit Card,AR00003415,2025-06-08,115
3416,CR-2025-003416,2025-06-14,71,8783.0,5794.14,Credit Card,AR00003416,2025-06-14,11
3417,CR-2025-003417,2025-06-12,72,,16601.91,Wire Transfer,AR00003417,2025-06-12,97
3418,CR-2025-003418,2025-06-12,73,,26057.46,Wire Transfer,AR00003418,2025-06-14,97
3419,CR-2025-003419,2025-06-20,74,,12889.25,ACH,AR00003419,2025-06-21,97
3420,CR-2025-003420,2025-06-21,75,,1834.39,Check,AR00003420,2025-06-22,11
3421,CR-2025-003421,2025-06-16,76,,2554.96,Wire Transfer,AR00003421,2025-06-17,11
3422,CR-2025-003422,2025-06-10,77,,3169.27,Credit Card,AR00003422,2025-06-12,11
3423,CR-2025-003423,2025-06-06,78,,13763.71,Credit Card,AR00003423,2025-06-06,11
3424,CR-2025-003424,2025-06-12,79,,6139.85,Credit Card,AR00003424,2025-06-13,97
3425,CR-2025-003425,2025-06-12,80,,36115.92,ACH,AR00003425,2025-06-14,115
3426,CR-2025-003426,2025-06-14,81,,10578.22,Check,AR00003426,2025-06-15,115
3427,CR-2025-003427,2025-06-13,82,,7216.84,Credit Card,AR00003427,2025-06-15,11
3428,CR-2025-003428,2025-06-10,83,,23564.12,ACH,AR00003428,2025-06-11,11
3429,CR-2025-003429,2025-06-14,84,,17524.11,Credit Card,AR00003429,2025-06-14,115
3430,CR-2025-003430,2025-06-20,85,,6687.67,Credit Card,AR00003430,2025-06-22,11
3431,CR-2025-003431,2025-06-21,86,9548.0,3367.92,Wire Transfer,AR00003431,2025-06-21,115
3432,CR-2025-003432,2025-06-12,87,,19100.39,Credit Card,AR00003432,2025-06-12,115
3433,CR-2025-003433,2025-06-16,88,,10559.2,Wire Transfer,AR00003433,2025-06-16,11
3434,CR-2025-003434,2025-06-16,89,,5943.06,Credit Card,AR00003434,2025-06-18,97
3435,CR-2025-003435,2025-06-11,90,,31981.33,Credit Card,AR00003435,2025-06-13,11
3436,CR-2025-003436,2025-06-18,91,,3140.11,ACH,AR00003436,2025-06-20,11
3437,CR-2025-003437,2025-06-10,92,,14746.16,Check,AR00003437,2025-06-10,97
3438,CR-2025-003438,2025-06-05,93,,156.59,Credit Card,AR00003438,2025-06-05,11
3439,CR-2025-003439,2025-06-14,94,,2429.47,ACH,AR00003439,2025-06-15,97
3440,CR-2025-003440,2025-06-07,95,,1220.84,ACH,AR00003440,2025-06-07,115
3441,CR-2025-003441,2025-06-13,96,,10833.15,Check,AR00003441,2025-06-13,115
3442,CR-2025-003442,2025-06-13,97,,1836.47,ACH,AR00003442,2025-06-14,115
3443,CR-2025-003443,2025-06-13,98,,34276.75,ACH,AR00003443,2025-06-14,115
3444,CR-2025-003444,2025-06-10,99,,8837.64,Check,AR00003444,2025-06-12,115
3445,CR-2025-003445,2025-06-17,100,,10151.29,Wire Transfer,AR00003445,2025-06-19,97
3446,CR-2025-003446,2025-06-10,101,,2842.77,ACH,AR00003446,2025-06-10,11
3447,CR-2025-003447,2025-06-13,102,,22683.43,ACH,AR00003447,2025-06-15,97
3448,CR-2025-003448,2025-06-18,103,,6349.02,Check,AR00003448,2025-06-18,115
3449,CR-2025-003449,2025-06-14,104,,10803.67,ACH,AR00003449,2025-06-14,115
3450,CR-2025-003450,2025-06-18,105,,20769.79,ACH,AR00003450,2025-06-19,115
3451,CR-2025-003451,2025-06-12,106,,39512.05,Wire Transfer,AR00003451,2025-06-13,115
3452,CR-2025-003452,2025-06-14,107,,1252.5,Wire Transfer,AR00003452,2025-06-15,11
3453,CR-2025-003453,2025-06-10,108,,6903.07,ACH,AR00003453,2025-06-10,115
3454,CR-2025-003454,2025-06-20,109,,28838.16,ACH,AR00003454,2025-06-20,97
3455,CR-2025-003455,2025-06-14,110,,6213.68,Check,AR00003455,2025-06-16,11
3456,CR-2025-003456,2025-06-17,111,,10240.1,Credit Card,AR00003456,2025-06-18,115
3457,CR-2025-003457,2025-06-10,112,,1607.21,Wire Transfer,AR00003457,2025-06-12,115
3458,CR-2025-003458,2025-06-11,113,,21629.43,Wire Transfer,AR00003458,2025-06-11,97
3459,CR-2025-003459,2025-06-10,114,,7760.5,Credit Card,AR00003459,2025-06-10,97
3460,CR-2025-003460,2025-06-13,115,,19382.59,Credit Card,AR00003460,2025-06-13,11
3461,CR-2025-003461,2025-06-11,116,,22385.3,Check,AR00003461,2025-06-11,11
3462,CR-2025-003462,2025-06-16,117,,16854.19,ACH,AR00003462,2025-06-16,11
3463,CR-2025-003463,2025-06-14,118,8937.0,16644.14,Credit Card,AR00003463,2025-06-15,11
3464,CR-2025-003464,2025-06-10,119,,5704.84,ACH,AR00003464,2025-06-11,97
3465,CR-2025-003465,2025-06-20,120,,9823.8,Credit Card,AR00003465,2025-06-20,97
3466,CR-2025-003466,2025-06-12,121,,1329.59,ACH,AR00003466,2025-06-14,115
3467,CR-2025-003467,2025-06-12,122,,644.47,Check,AR00003467,2025-06-12,97
3468,CR-2025-003468,2025-06-10,123,,6314.97,Wire Transfer,AR00003468,2025-06-10,11
3469,CR-2025-003469,2025-06-19,124,,8180.53,Wire Transfer,AR00003469,2025-06-19,97
3470,CR-2025-003470,2025-06-11,125,,13931.67,Wire Transfer,AR00003470,2025-06-12,11
3471,CR-2025-003471,2025-06-07,126,,907.26,Wire Transfer,AR00003471,2025-06-08,115
3472,CR-2025-003472,2025-06-10,127,,6988.43,Credit Card,AR00003472,2025-06-12,11
3473,CR-2025-003473,2025-06-17,128,,48266.17,Check,AR00003473,2025-06-18,11
3474,CR-2025-003474,2025-06-11,129,,51048.98,ACH,AR00003474,2025-06-13,97
3475,CR-2025-003475,2025-06-24,130,9561.0,1008.87,ACH,AR00003475,2025-06-25,11
3476,CR-2025-003476,2025-06-14,131,,8189.67,Credit Card,AR00003476,2025-06-15,97
3477,CR-2025-003477,2025-06-24,132,,2274.14,Check,AR00003477,2025-06-25,115
3478,CR-2025-003478,2025-06-13,133,,13121.01,Check,AR00003478,2025-06-14,97
3479,CR-2025-003479,2025-06-12,135,,21385.68,Wire Transfer,AR00003479,2025-06-13,115
3480,CR-2025-003480,2025-06-14,136,,51713.85,Check,AR00003480,2025-06-16,11
3481,CR-2025-003481,2025-06-13,137,,17614.69,Check,AR00003481,2025-06-14,11
3482,CR-2025-003482,2025-06-10,138,,41462.14,ACH,AR00003482,2025-06-11,97
3483,CR-2025-003483,2025-06-19,139,,11914.43,Wire Transfer,AR00003483,2025-06-20,115
3484,CR-2025-003484,2025-06-14,140,,3202.03,Credit Card,AR00003484,2025-06-15,97
3485,CR-2025-003485,2025-06-16,141,,53524.81,ACH,AR00003485,2025-06-17,97
3486,CR-2025-003486,2025-06-22,141,,52054.04,Check,AR00003486,2025-06-22,97
3487,CR-2025-003487,2025-06-14,143,,5233.72,Credit Card,AR00003487,2025-06-15,115
3488,CR-2025-003488,2025-06-12,144,,7692.53,Wire Transfer,AR00003488,2025-06-12,11
3489,CR-2025-003489,2025-06-10,145,,14365.95,ACH,AR00003489,2025-06-12,115
3490,CR-2025-003490,2025-06-10,146,,12789.94,Wire Transfer,AR00003490,2025-06-12,97
3491,CR-2025-003491,2025-06-16,147,,8744.38,ACH,AR00003491,2025-06-16,97
3492,CR-2025-003492,2025-06-14,148,,141.95,ACH,AR00003492,2025-06-14,97
3493,CR-2025-003493,2025-06-19,149,,16879.79,Credit Card,AR00003493,2025-06-20,11
3494,CR-2025-003494,2025-06-04,150,,23.29,Wire Transfer,AR00003494,2025-06-06,115
3495,CR-2025-003495,2025-06-14,151,,8832.99,Credit Card,AR00003495,2025-06-15,11
3496,CR-2025-003496,2025-06-19,152,,29028.92,Wire Transfer,AR00003496,2025-06-19,97
3497,CR-2025-003497,2025-06-10,153,,2177.58,Credit Card,AR00003497,2025-06-10,115
3498,CR-2025-003498,2025-06-17,154,,14396.53,Wire Transfer,AR00003498,2025-06-19,11
3499,CR-2025-003499,2025-06-10,155,,17866.94,Wire Transfer,AR00003499,2025-06-11,11
3500,CR-2025-003500,2025-06-11,156,,59471.24,Credit Card,AR00003500,2025-06-13,11
3501,CR-2025-003501,2025-06-11,158,,7318.25,Wire Transfer,AR00003501,2025-06-13,97
3502,CR-2025-003502,2025-06-11,159,,28234.51,Check,AR00003502,2025-06-12,97
3503,CR-2025-003503,2025-06-10,160,,574.09,ACH,AR00003503,2025-06-11,115
3504,CR-2025-003504,2025-06-13,161,,26895.71,Check,AR00003504,2025-06-13,11
3505,CR-2025-003505,2025-06-07,162,,5888.67,Check,AR00003505,2025-06-07,11
3506,CR-2025-003506,2025-06-10,163,,3906.67,ACH,AR00003506,2025-06-10,115
3507,CR-2025-003507,2025-06-06,164,,43.62,ACH,AR00003507,2025-06-06,97
3508,CR-2025-003508,2025-06-06,165,,538.69,Credit Card,AR00003508,2025-06-07,97
3509,CR-2025-003509,2025-06-16,166,,10436.54,Credit Card,AR00003509,2025-06-18,115
3510,CR-2025-003510,2025-06-10,167,,2398.85,ACH,AR00003510,2025-06-10,11
3511,CR-2025-003511,2025-06-19,168,,1027.59,Check,AR00003511,2025-06-19,11
3512,CR-2025-003512,2025-06-16,169,,82391.36,Credit Card,AR00003512,2025-06-18,11
3513,CR-2025-003513,2025-06-23,169,,17061.27,Check,AR00003513,2025-06-23,97
3514,CR-2025-003514,2025-06-13,170,,951.31,Check,AR00003514,2025-06-14,115
3515,CR-2025-003515,2025-06-13,171,,7067.44,ACH,AR00003515,2025-06-15,115
3516,CR-2025-003516,2025-06-09,172,,1876.7,ACH,AR00003516,2025-06-11,97
3517,CR-2025-003517,2025-06-11,173,,14040.92,Wire Transfer,AR00003517,2025-06-12,115
3518,CR-2025-003518,2025-06-10,174,,2996.22,Wire Transfer,AR00003518,2025-06-11,97
3519,CR-2025-003519,2025-06-17,175,,1907.76,Wire Transfer,AR00003519,2025-06-18,11
3520,CR-2025-003520,2025-06-19,176,,10162.81,Wire Transfer,AR00003520,2025-06-19,115
3521,CR-2025-003521,2025-06-11,177,,17605.96,ACH,AR00003521,2025-06-11,97
3522,CR-2025-003522,2025-06-10,178,,1624.87,ACH,AR00003522,2025-06-12,11
3523,CR-2025-003523,2025-06-17,179,,23446.09,ACH,AR00003523,2025-06-19,11
3524,CR-2025-003524,2025-06-24,179,,42418.53,Check,AR00003524,2025-06-25,115
3525,CR-2025-003525,2025-06-10,180,,3095.56,Wire Transfer,AR00003525,2025-06-11,11
3526,CR-2025-003526,2025-06-10,181,,10587.46,Wire Transfer,AR00003526,2025-06-11,97
3527,CR-2025-003527,2025-06-18,182,,30330.0,ACH,AR00003527,2025-06-20,115
3528,CR-2025-003528,2025-06-07,183,,5639.26,ACH,AR00003528,2025-06-08,115
3529,CR-2025-003529,2025-06-20,184,,8574.78,ACH,AR00003529,2025-06-21,97
3530,CR-2025-003530,2025-06-14,185,,5843.06,Wire Transfer,AR00003530,2025-06-14,115
3531,CR-2025-003531,2025-06-14,186,,15242.96,Credit Card,AR00003531,2025-06-16,97
3532,CR-2025-003532,2025-06-12,187,,25313.01,Credit Card,AR00003532,2025-06-12,97
3533,CR-2025-003533,2025-06-16,188,,48982.22,ACH,AR00003533,2025-06-18,115
3534,CR-2025-003534,2025-06-13,189,,14299.45,Check,AR00003534,2025-06-15,115
3535,CR-2025-003535,2025-06-10,190,,11469.3,Credit Card,AR00003535,2025-06-12,11
3536,CR-2025-003536,2025-06-14,191,,3643.2,Wire Transfer,AR00003536,2025-06-16,97
3537,CR-2025-003537,2025-06-20,192,,49246.24,Wire Transfer,AR00003537,2025-06-22,115
3538,CR-2025-003538,2025-06-10,193,,5594.62,Wire Transfer,AR00003538,2025-06-12,115
3539,CR-2025-003539,2025-06-11,194,,22889.94,Check,AR00003539,2025-06-13,115
3540,CR-2025-003540,2025-06-10,195,,20192.72,Wire Transfer,AR00003540,2025-06-10,11
3541,CR-2025-003541,2025-06-14,196,,15572.57,Check,AR00003541,2025-06-16,97
3542,CR-2025-003542,2025-06-13,197,,6208.67,Check,AR00003542,2025-06-13,115
3543,CR-2025-003543,2025-06-18,198,,21032.01,Wire Transfer,AR00003543,2025-06-19,11
3544,CR-2025-003544,2025-06-16,199,,38675.25,Wire Transfer,AR00003544,2025-06-16,11
3545,CR-2025-003545,2025-06-11,200,,13293.3,Check,AR00003545,2025-06-11,11
3546,CR-2025-003546,2025-06-14,201,,269.54,Wire Transfer,AR00003546,2025-06-14,11
3547,CR-2025-003547,2025-06-12,202,,43606.18,Check,AR00003547,2025-06-12,11
3548,CR-2025-003548,2025-06-11,203,,2641.94,Check,AR00003548,2025-06-11,97
3549,CR-2025-003549,2025-06-06,204,,4687.92,Credit Card,AR00003549,2025-06-06,115
3550,CR-2025-003550,2025-06-20,205,,45874.48,Check,AR00003550,2025-06-22,97
3551,CR-2025-003551,2025-06-06,206,,10325.78,Wire Transfer,AR00003551,2025-06-08,11
3552,CR-2025-003552,2025-06-20,207,,3560.88,Check,AR00003552,2025-06-20,97
3553,CR-2025-003553,2025-06-14,208,,30762.79,Wire Transfer,AR00003553,2025-06-15,97
3554,CR-2025-003554,2025-06-20,209,,13143.28,Credit Card,AR00003554,2025-06-20,115
3555,CR-2025-003555,2025-06-14,210,,5405.66,Check,AR00003555,2025-06-16,11
3556,CR-2025-003556,2025-06-10,211,,9003.31,Wire Transfer,AR00003556,2025-06-11,11
3557,CR-2025-003557,2025-07-05,190,,3530.39,Wire Transfer,DEP00003557,2025-07-05,97
3558,CR-2025-003558,2025-07-22,208,,5585.03,Wire Transfer,DEP00003558,2025-07-22,11
3559,CR-2025-003559,2025-07-09,119,,2175.11,Check,DEP00003559,2025-07-09,115
3560,CR-2025-003560,2025-07-14,1,,47380.51,ACH,AR00003560,2025-07-14,115
3561,CR-2025-003561,2025-07-14,2,,820.43,Credit Card,AR00003561,2025-07-15,11
3562,CR-2025-003562,2025-07-12,3,,1364.46,Wire Transfer,AR00003562,2025-07-12,97
3563,CR-2025-003563,2025-07-12,4,,27363.34,Check,AR00003563,2025-07-12,115
3564,CR-2025-003564,2025-07-13,5,,7550.75,ACH,AR00003564,2025-07-13,11
3565,CR-2025-003565,2025-07-14,6,,21364.31,ACH,AR00003565,2025-07-16,97
3566,CR-2025-003566,2025-07-18,7,,13634.07,Wire Transfer,AR00003566,2025-07-19,115
3567,CR-2025-003567,2025-07-13,8,,6796.45,ACH,AR00003567,2025-07-14,11
3568,CR-2025-003568,2025-07-13,9,,3702.43,Wire Transfer,AR00003568,2025-07-13,115
3569,CR-2025-003569,2025-07-10,10,,7243.26,Wire Transfer,AR00003569,2025-07-11,115
3570,CR-2025-003570,2025-07-10,11,,1616.53,Check,AR00003570,2025-07-12,97
3571,CR-2025-003571,2025-07-14,12,,9947.73,Check,AR00003571,2025-07-16,115
3572,CR-2025-003572,2025-07-17,13,,13651.28,Check,AR00003572,2025-07-17,11
3573,CR-2025-003573,2025-07-18,14,,6506.7,Check,AR00003573,2025-07-18,11
3574,CR-2025-003574,2025-07-08,15,,3849.43,Credit Card,AR00003574,2025-07-09,115
3575,CR-2025-003575,2025-07-05,16,,0.8,Wire Transfer,AR00003575,2025-07-05,115
3576,CR-2025-003576,2025-07-09,17,,310.26,ACH,AR00003576,2025-07-10,115
3577,CR-2025-003577,2025-07-10,18,,7461.9,ACH,AR00003577,2025-07-11,97
3578,CR-2025-003578,2025-07-14,19,,26780.11,Credit Card,AR00003578,2025-07-14,11
3579,CR-2025-003579,2025-07-12,20,,14604.51,ACH,AR00003579,2025-07-14,11
3580,CR-2025-003580,2025-07-20,20,,51023.34,ACH,AR00003580,2025-07-22,115
3581,CR-2025-003581,2025-07-13,21,,8154.12,Check,AR00003581,2025-07-14,115
3582,CR-2025-003582,2025-07-20,22,,4969.17,ACH,AR00003582,2025-07-21,115
3583,CR-2025-003583,2025-07-14,23,,26991.95,Check,AR00003583,2025-07-15,97
3584,CR-2025-003584,2025-07-20,24,,11116.15,Wire Transfer,AR00003584,2025-07-21,115
3585,CR-2025-003585,2025-07-18,25,9331.0,812.93,Wire Transfer,AR00003585,2025-07-19,115
3586,CR-2025-003586,2025-07-16,26,9909.0,9743.15,Credit Card,AR00003586,2025-07-16,97
3587,CR-2025-003587,2025-07-19,27,,4545.0,Wire Transfer,AR00003587,2025-07-20,97
3588,CR-2025-003588,2025-07-12,28,,3191.43,ACH,AR00003588,2025-07-12,11
3589,CR-2025-003589,2025-07-12,29,,14898.49,Credit Card,AR00003589,2025-07-14,11
3590,CR-2025-003590,2025-07-13,30,,2285.36,Credit Card,AR00003590,2025-07-15,97
3591,CR-2025-003591,2025-07-14,31,,10040.92,ACH,AR00003591,2025-07-16,97
3592,CR-2025-003592,2025-07-12,32,,13194.51,ACH,AR00003592,2025-07-14,115
3593,CR-2025-003593,2025-07-07,33,8405.0,6.56,Wire Transfer,AR00003593,2025-07-08,115
